Name;Coded Text
Apologize;again sorry for my handwriting
Apologize;Ah sorry
Apologize;Iím sorry about my handwriting 
Apologize;Sorry for my handwriting
Apologize;Sorry I have
Apologize;Sorry.
Appreciation;is that okay?
Appreciation;Thanks a lot, thatís a compliment.
Appreciation;Thanks for the time, it was a nice design time so to say.
Appreciation;Yes, you too, thank you very much. It was fun.
Argue; But I mean having a selection is probably makes it
Argue; But is that? 
Argue; I agree on that
Argue; I donít see this specifically in the requirements
Argue; I mean it could be one or two I guess
Argue; I thought it would be different, but I guess this would also be fine
Argue; itís not stated there, but we think it would be useful
Argue; So I guess density is not enough
Argue;Ö I donít understand
Argue;Ah okay, you say this is some kind of, yeah, but this could be possible in both cases
Argue;And then we had the road endpoint which could either be a real endpoint or it could be an intersection
Argue;And this I guess is easier than doing the same logic and afterwards subdividing the roads always
Argue;And through the road endpoint it has one, two, four, Ö is possible, fourteen is not good
Argue;and we either have a real intersection or we have an end point
Argue;but also for calculating statistics
Argue;But first maybe we can discuss how to, whatís the best way to define the problem in itself
Argue;but how
Argue;but I assume roads will also be a form of association
Argue;but I donít know
Argue;but I would assume
Argue;but if you say map is our starting point and everything is connected to this by association or something like that would be fine for me. 
Argue;but itís just the surrounding 
Argue;But maybe first
Argue;but the overall implementation should be able to work with more roads or less.
Argue;but then again how would you declare
Argue;but we want to say if we make a throughput through the system via endpoints we would have traffic on endpoints
Argue;But why do I want to move the intersection?
Argue;But why donít we have a traffic model per se? 
Argue;But would traffic class in that case, does it make sense to have the relation to the road itself
Argue;do we really have an actual intersection as an item or is it just indirectly given if you do an intersection?
Argue;Do we want to make it easy and just have density as part of the road or do we want to make something more sophisticated in terms of traffic models.
Argue;donít know per what
Argue;For me it maybe doesnít make sense to have this as a specific intersection, maybe there we would have something different which is a kind of road entry or road exit
Argue;I asked if that is what you wanted, but it sounds like it was not
Argue;I donít know how much details we have
Argue;I donít know how to call it but we can also use it to influence the traffic from outside, which could be something specific
Argue;I donít know.
Argue;I mean another alternative would be to just have something like a default timing which you can change
Argue;I mean if we view a road that is the whole thing, the whole map, I mean it could have multiple intersections,
Argue;I would say both is good. I think default timing should also be available or which is always given and then you can define which default timing can be used.
Argue;Iím just thinking not only from a visualization perspective but also from a simulation perspective
Argue;Iím not so sure about that
Argue;Iím not sure
Argue;Iím not sure
Argue;Iím not sure what you mean by subset
Argue;If later on we have something not just four way but with this T-crossing, then we should easily be able to support this
Argue;if the map is changing in a way that you add another intersection in between the appearances of roads are recalculated, but this then is a letís say more complex part and you need to copy the attributes and so on so it shouldnít be so difficult
Argue;If the system is working, then additional things will be requested and itís better to have it already separated instead of putting all in one class
Argue;If the traffic model should be completely separate entity here, which relates to the map or if we should just make it easier just make the roads have a simple density.
Argue;if we are going for a more model-view-controller pattern or something like that maybe we want to separate the visualization in some sense 
Argue;If we want to make it more advanced in the future like you said with the more detailed definition of traffic for which kind of cars and so on we already have the right entry 
Argue;if we want to take the five we can make it even easier and say that roads have a single attribute saying density or something like that
Argue;If you follow the assignment I mean there is specifically mentioned traffic density for the roads, but then it wonít be as easy to calculate something like system throughput or anything like that so it could also be hard to simulate letís say the time it takes for a single car from point A to point B
Argue;if you move the intersection the road will become longer so I guess the velocity will have a different impact on the total throughput.
Argue;if you want to evaluate traffic, evaluate the performance of the traffic lights as a system itself
Argue;It could be open ended, it could be, I guess anything. A house or something
Argue;Itís not specifically defined but the purpose
Argue;Letís say you are in editor mode in the map and you want to move an intersection or something like that. Then moving that intersection would be very complicated, because you would have to take into account how the roads were drawn initially and so on.
Argue;Maybe I miss something right now but these are for my feelings the things we could represent in the class model.
Argue;mean if you only have one visual element then there is no point for it
Argue;Of course we can represent this here but we should also keep in mind that this could be changed in the future and that we should design the system that is able to change this.
Argue;So four
Argue;So if it comes to density I would add the traffic item not just having a description on the road, because I guess in which direction you are going, you want to have it more advanced and if we are starting the system these kinds of requirements will come
Argue;So if we donít have any traffic model per se we are only talking about how much density there is on a single road
Argue;So if we take this example and you just want to move this intersection over here instead. You have a road going out there, and another one going there, and another one going there. 
Argue;So itís clear that there could be not any more than four way intersections
Argue;So itís stated that it is related to the intersection, not to the road.
Argue;so then if I add a third road, then I would have this
Argue;So then you could follow an individual car how it goes through the map and then the simulation of every car that would be the traffic model with a density for a single road and so on.
Argue;So traffic light behavior can be defined
Argue;So we have to choose, one of them has to be open ended so to speak.
Argue;So you have the road endpoint, okay, and therefore we have, what was it? The road has two endpoints
Argue;T could be either a real endpoint or an intersection 
Argue;This makes the calculation more complicated, but on the other hand itís something like if we donít want to design or define traffic per road which is one of the tasks or requirements. 
Argue;traffic is not visualized really, and we could also have a visualization of the traffic, could make sense
Argue;we donít have I mean the visualization for it and Iím not sure how we should. 
Argue;we should have both
Argue;Yes, either a road or intersection. You can see the details.
Argue;You are right, based on the current things it doesnít make too much sense that you have this reuse of traffic
Assert;I donít see anything.
Assumption; I think about it I would also prefer to say road is something that is always between two intersections
Assumption; I think the sensors are on the road rather connecting the intersections rather than on the intersection 
Assumption; mean if thatís the case the traffic class would not translate very well to this global view of traffic
Assumption; per road or in general 
Assumption; We canít have an open ended intersections or open ended roads. 
Assumption;, I guess it doesnít really matter, but I mean if you move the intersection the road will become longer so I guess the velocity will have a different impact on the total throughput.
Assumption;a road has just two intersections
Assumption;And then we had the road endpoint which could either be a real endpoint or it could be an intersection
Assumption;Assuming every road is connected to two intersections
Assumption;Four traffic light at each intersection
Assumption;I donít know how to call it but we can also use it to influence the traffic from outside, which could be something specific
Assumption;I guess there should be some statistics in terms of like the total throughput of the system or something like that. Runtime statistics
Assumption;I mean endpoints wonít have traffic lights.
Assumption;I mean if we view a road that is the whole thing, the whole map, I mean it could have multiple intersections,
Assumption;I mean the naÔve way to go about it would just start with a map and then assume that everything is a subset of a map.
Assumption;I mean they should contain information like density and optionally it may have speed limits and so on.
Assumption;I think you could assign one timing behavior to different traffic lights, 
Assumption;I wanted to say that there is a traffic light at each intersection
Assumption;Iím just clarifying that there should be four traffic lights for each intersection, not a single one.
Assumption;In here we have road one and road two, which I this one. Or you can go to the other side and say okay, if I detect an intersection here, here is road one, here is road two, here is road three and four
Assumption;Is a road always that ending at an intersection or is a road like the designer when he starts to design the map, like I did right now?
Assumption;Maybe we should clarify that and say that there should be one traffic light at each entry point into the intersection
Assumption;Maybe we should clarify that each entry point into the intersection
Assumption;Maybe you want to calculate exactly how long it takes for a single car to go from one end to the other end of the map or something like that
Assumption;Okay itís always 4-way, it needs to be four traffic lights.
Assumption;Right now itís that roads are part of it, we have intersections, traffic will be there, traffic lights
Assumption;Should we also include the velocity, the speed limits of the cars
Assumption;So I guess the visual map is to replay the simulation and the road layout is to create new simulations
Assumption;So I would expect some overall either 2-D or 3-D visualization where you can directly create your traffics and then you could push some button on saying simulate and maybe during the simulation at runtime you can also change some parts, like changing the traffic density, velocity or the traffic light behavior.
Assumption;So if we donít have any traffic model per se we are only talking about how much density there is on a single road
Assumption;so visual map would be houses and the cars travelling on the road and so on
Assumption;the next one was: there are optional sensors for car detection.
Assumption;The speed limit should be the extra thing, itís not really necessary if we are only looking at road density.
Assumption;then the timing scheme. I guess there needs to be a timer for
Assumption;There is a traffic light at each intersection.
Assumption;These Intersections are always 4-way and in there.
Assumption;these roads can have intersections,
Assumption;This is something where just one line is defined and the road can have multiple intersections.
Assumption;visual map of the area, a road layout
Assumption;we also need to look at how fast the cars are while crossing each intersection.
Assumption;we have now described and also making the road layout is something you would also do on the visualization
Assumption;we need a visual map
Assumption;you can either say for the whole intersection there are sensors
Assumption;you should hopefully be able to see what the throughput is.
Awareness; Is this blue now or is this black now?
Awareness; which zoom level do we use? 
Awareness;, I was just trying to figure out where I wanted the 
Awareness;Are we too large now?
Awareness;Are you drawing the interface?
Awareness;Can you see what I am writing
Awareness;Did you draw it?
Awareness;Did you remove it? Okay
Awareness;Have you seen what Iím drawing on my side?
Awareness;I donít know.
Awareness;I zoom out a bit, I try to select 
Awareness;Is that big enough?
Awareness;Itís blue on this side.
Awareness;No it just popped up. I donít know where it came from, even in the wrong color.
Awareness;Not yet
Awareness;now I see
Awareness;Okay so I have a straight diagonal line
Awareness;On the right top, maybe you just zoom out a bit?
Awareness;So I delete it, because itís too close to the other part.
Awareness;What are you drawing now?
Awareness;what was that?
Awareness;where did you write?
Awareness;Yes I can read it
Awareness;You can read it?
Awareness;you see my line?
Awareness;You see what Iíve marked here
Clarification;Ah road density or traffic density?
Clarification;By moving the intersection you mean also changing the geometrical appearance of the roads?
Clarification;do you just want to be able to design the traffic for one of the parts?
Clarification;do you want to only be able to design the overall thing, which then would be an issue regarding the traffic
Clarification;Is a road always that ending at an intersection or is a road like the designer when he starts to design the map, like I did right now?
Clarification;Is it the traffic of the whole system or the traffic of a single road
Clarification;So whatís the difference between the visual map and the rad layout
Clarification;So you just mean the attributes regarding sensor and the assigned traffic lights and traffic behavior?
Clarification;What do you mean bigger level?
Clarification;What do you mean by moving the intersection?
Clarification;What do you want to say?
Clarification;what is the traffic class actually representing
Clarification;What were you thinking?
Clarification;Why what? The part I donít get is why we donít have traffic density.
Clarification;yes, I mean my main point is what would be part of that view?
Clarification;You mean attributes describing the geometrical positioning of everything?
Conciliate;Ah okay, you say this is some kind of, yeah, but this could be possible in both cases
Conciliate;I would say both is good. I think default timing should also be available or which is always given and then you can define which default timing can be used.
Conciliate;Iím just thinking not only from a visualization perspective but also from a simulation perspective
Conciliate;we should have both
Conciliate;Yes, either a road or intersection. You can see the details.
Coordinate Group Process; guess we are also finished regarding the time, I guess we can stop here.
Coordinate Group Process; I guess we can just restart
Coordinate Group Process; I mean best we have 20 minutes.
Coordinate Group Process; It could be some kind of traffic connected but we can also just leave it for now
Coordinate Group Process; Maybe we can remove it afterwards for other discussions?
Coordinate Group Process; say okay we do a different tree on the right side which is just the overall items and these could be specific items which are road. 
Coordinate Group Process; Should we go lower again and restart from the beginning, I donít think itís too difficult.
Coordinate Group Process;Ah okay, we have some time left. Thirty minutes, okay
Coordinate Group Process;but I just mark it blue to say we think it would be useful and should we go in this direction but to make a clear difference to what was our initial purpose regarding the requirements
Coordinate Group Process;But I would make a statement like, what is it, zoom out, view and the model ad in between there should be some kind of controller, I put it here.
Coordinate Group Process;but it really relates to exactly how ambitious we are
Coordinate Group Process;But this should be something we keep in mind saying thatÖ maybe I can write it here that this needs to be recalculated
Coordinate Group Process;Do we have other items we are currently missing?
Coordinate Group Process;How longÖ should we do this  to 10.30?
Coordinate Group Process;How much time is left? 10.30?
Coordinate Group Process;I can also do it in blue as it is not part of the requirements.
Coordinate Group Process;I think, I mean from the mental point of view I mean we are more or less done even if we define the controller and some use cases itís more boiler plate type of things.
Coordinate Group Process;I will draw traffic, traffic light and traffic light behavior in parallel
Coordinate Group Process;I would say itís too much, we donít get this done in time.
Coordinate Group Process;later on we could also have this for the purposes you have described that all the attributes of the car like length or speed could influence the traffic at all.
Coordinate Group Process;maybe for now itís fine in that way.
Coordinate Group Process;Maybe thatís also something that we cannot design right now in time
Coordinate Group Process;Maybe we check again the requirements, just go maybe through what we have or if we have everything. 
Coordinate Group Process;Not that I can think of, maybe we can read the requirements again.
Coordinate Group Process;Now we can move it.
Coordinate Group Process;Okay then maybe letís check again the requirements
Coordinate Group Process;so itís currently maybe a question how much is really necessary
Coordinate Group Process;so maybe we draw this and then we make a component diagram sketch on saying which items we would put together and thatís it 
Coordinate Group Process;so maybe you start to do something and then I will continue that
Coordinate Group Process;suspect we are going to have a lot of use cases, not sure we have the time for that.
Coordinate Group Process;Then I will remove it again
Coordinate Group Process;This is also why I would do this in blue meaning this could also be an additional information
Coordinate Group Process;This is where Iím thinking about kind of which view we should have on this, 
Coordinate Group Process;What is the next? 
Coordinate Group Process;What was the timing? How much time is left for the design phase? (asking Andreas) Who?
Coordinate Group Process;Yes I would say letís start easy and we can add additional things later on
Design Principle;model-view-controller pattern 
Design Principle;Then we have the model, we have the view, but we donít have the controller
Design Principle;we have a statement that we do model view controller pattern
Disagree; I donít see this specifically in the requirements
Disagree;For me it maybe doesnít make sense to have this as a specific intersection, maybe there we would have something different which is a kind of road entry or road exit
Doubt;Ö I donít understand
Doubt;but I donít know
Doubt;donít know per what
Doubt;I donít know how much details we have
Doubt;I donít know.
Doubt;Iím not so sure about that
Doubt;Iím not sure
Doubt;Iím not sure
Doubt;Iím not sure what you mean by subset
Doubt;we donít have I mean the visualization for it and Iím not sure how we should. 
Driver; a bit more usable so I agree
Driver; advanced in the future 
Driver; And then the point could be I guess for future could define anything
Driver;it would also be always given indirectly. It takes less work for the editing, you can easily just draw the lines and each time you would have here endpoints an intersections which are all calculated automatically and then by selecting an intersection you could describe the movement of an intersection, which is a more advanced algorithm to relayout the whole thing.
Driver;Of course we can represent this here but we should also keep in mind that this could be changed in the future and that we should design the system that is able to change this.
Driver;so I see a reuse potential there
Driver;Yes I would keep the traffic class also for reuse purposes
Elaborate;what did I say? ìRoad endpointsî, four and one. Then we would have ìroadî
Elaboration; do you have a better statement? 
Elaboration;I mean what are the types of metrics that we want to have in percent?
Encourage;I think itís a good and great idea
Encourage;Thatís a good point
Encourage;Yes I agree. Great
Encourage;Yes thatís a good idea.
Encourage;Yes, I think itís a good idea
Explain and Clarify;. You would have some kind of patterns for traffic lights, different ones which you will use on different intersections
Explain and Clarify;at least a starting point and end point
Explain and Clarify;for me itís the traffic on a single road
Explain and Clarify;From my understanding it was like for the for the designer yes, the designer of the traffic just wants to define traffic either on the road or as input output for the system on endpoints, 
Explain and Clarify;I guess it relates to if we should do this system level simulation or not, otherwise it doesnít make sense to have it.
Explain and Clarify;I mean if we are going for a more model-view-controller pattern or something like that maybe we want to separate the visualization in some sense so that the visualization part would be, would have the play buttons and the simulations and all of that.
Explain and Clarify;I mean if you have an open ended road you should somehow be able to define that only one end should have an intersection and the other one should have not
Explain and Clarify;Iím just clarifying that there should be four traffic lights for each intersection, not a single one.
Explain and Clarify;mean we send it to be part of the intersection
Explain and Clarify;Now I have another road and here is my first intersection. And now Iím adding another road and here I have another intersection
Explain and Clarify;the first thing is only that everything is layouted. It could be also both but this is more detailed meaning that in this visual map. So the map at all I donít know how much details we have, but itís just the surrounding and base don that you can add roads.
Implementation Decision;And not the primitive type that was essentially
Implementation Decision;but the overall implementation should be able to work with more roads or less.
Implementation Decision;for now we donít have any attributes for the endpoint
Implementation Decision;in there, there is a Boolean attribute indicating the sensors are available.
Implementation Decision;is it an attribute for the road?
Implementation Decision;so letís add an interface then
Implementation Decision;So we do some kind of extra class or interface for intersection 
Implementation Decision;the name for the interface
Infer; So I guess density is not enough
Infer;And this I guess is easier than doing the same logic and afterwards subdividing the roads always
Infer;Letís say you are in editor mode in the map and you want to move an intersection or something like that. Then moving that intersection would be very complicated, because you would have to take into account how the roads were drawn initially and so on.
Infer;So four
Infer;So if it comes to density I would add the traffic item not just having a description on the road, because I guess in which direction you are going, you want to have it more advanced and if we are starting the system these kinds of requirements will come
Infer;So if we take this example and you just want to move this intersection over here instead. You have a road going out there, and another one going there, and another one going there. 
Infer;So itís clear that there could be not any more than four way intersections
Infer;So itís stated that it is related to the intersection, not to the road.
Infer;So then you could follow an individual car how it goes through the map and then the simulation of every car that would be the traffic model with a density for a single road and so on.
Infer;So traffic light behavior can be defined
Infer;So you have the road endpoint, okay, and therefore we have, what was it? The road has two endpoints
Inform; I guess should be to have a look at congestion and see how many cars can actually get through during a certain amount of time
Inform; I guess there needs to be a timer for
Inform; I have traffic density can be changed.
Inform; I think itís useful, 
Inform; I think the sensors are on the road rather connecting the intersections rather than on the intersection 
Inform; it could be that this is roads specific
Inform;. You would have some kind of patterns for traffic lights, different ones which you will use on different intersections
Inform;Ah okay, road. We would have roads
Inform;Although for roads it would be a bit more tricky because I mean if we zoom in the sign that every road has two intersections, it doesnít fit, because at the edges of the map we have to have something else.
Inform;at least a starting point and end point
Inform;for me itís the traffic on a single road
Inform;From my understanding it was like for the for the designer yes, the designer of the traffic just wants to define traffic either on the road or as input output for the system on endpoints, 
Inform;I donít see anything.
Inform;I donít think that you want to redefine it for each intersection again and again if the timing is the same
Inform;I guess it relates to if we should do this system level simulation or not, otherwise it doesnít make sense to have it.
Inform;I guess the map can stay there
Inform;I guess there should be some statistics in terms of like the total throughput of the system or something like that. Runtime statistics
Inform;I guess this four is representing what is required right now
Inform;I guess timing behavior would be something in relation to traffic lights
Inform;I guess we could do it as a hit map for the road in visualization mode
Inform;I mean if we are going for a more model-view-controller pattern or something like that maybe we want to separate the visualization in some sense so that the visualization part would be, would have the play buttons and the simulations and all of that.
Inform;I mean if you have an open ended road you should somehow be able to define that only one end should have an intersection and the other one should have not
Inform;I mean the combination of possible roads would become a combinatorial exploration
Inform;I mean the naÔve way to go about it would just start with a map and then assume that everything is a subset of a map.
Inform;I mean they should contain information like density and optionally it may have speed limits and so on.
Inform;I think we should then move to stages sooner or later
Inform;I would like to use the abstraction level we have here at the requirement level
Inform;I would say we have a visual item and that could be either road or traffic light or car
Inform;Iím just clarifying that there should be four traffic lights for each intersection, not a single one.
Inform;Iím just thinking about the different other possible use cases.
Inform;It is: Behavior can be defined at each intersection
Inform;it would be road property I think
Inform;Maybe we can also move it. Maybe itís possible, I can try
Inform;maybe we donít even need a tool box
Inform;maybe we just keep this in mind and then itís fine
Inform;Maybe we should clarify that and say that there should be one traffic light at each entry point into the intersection
Inform;Maybe we should clarify that each entry point into the intersection
Inform;Maybe you want to calculate exactly how long it takes for a single car to go from one end to the other end of the map or something like that
Inform;mean we send it to be part of the intersection
Inform;Now I have another road and here is my first intersection. And now Iím adding another road and here I have another intersection
Inform;Should we also include the velocity, the speed limits of the cars
Inform;So I guess the visual map is to replay the simulation and the road layout is to create new simulations
Inform;So I would expect some overall either 2-D or 3-D visualization where you can directly create your traffics and then you could push some button on saying simulate and maybe during the simulation at runtime you can also change some parts, like changing the traffic density, velocity or the traffic light behavior.
Inform;So what I would like to have is some kind of traffic library
Inform;Speed limit I would say rather
Inform;Thatís just to kind of make it visually appealing in the map mode. 
Inform;The first one was for me that we need a visual map
Inform;the first thing is only that everything is layouted. It could be also both but this is more detailed meaning that in this visual map. So the map at all I donít know how much details we have, but itís just the surrounding and base don that you can add roads.
Inform;The timing behavior would be something related to traffic lights.
Inform;then the next one was: there are optional sensors for car detection.
Inform;There seems to be two moves
Inform;This is a road. I added a road to the system
Inform;to the roads, not the intersections
Inform;we also need to look at how fast the cars are while crossing each intersection.
Inform;We canít have an open ended intersections or open ended roads. 
Inform;We could do such a thing
Inform;we could either now think about some technical aspects meaning for the visualization on the letís say more component diagram level which items do we need or maybe first of all we maybe make a class diagram for the different items, which should be represented by the software referencing to the requirements
Inform;We could have some kind of input traffic, but the traffic is already designed per road
Inform;we just use this part as a new road and this part as a new road
Inform;We start with the plane map without any roads and then we can add some. 
Inform;what did I say? ìRoad endpointsî, four and one. Then we would have ìroadî
Inform;Yes maybe road traffic
Inform;Yes, how much in detail thatís something we can discuss
Inform;You have the speed limit of the roads, but then also the velocity of the cars
Inform;you should hopefully be able to see what the throughput is.
Information; do we have something in vision
Information;Are you writing anything right now?
Information;do you have other points regarding what you can design on the map? 
Information;Do you have something else?
Information;how do we continue based on that?
Information;how do you know where one road starts and where one ends?
Information;Is this something which is defined in the task or do you think itís just optional we could add it?
Information;Okay, so visual map would be houses and the cars travelling on the road and so on?
Information;so what was the question? 
Information;the only thing that is actually set is the density per road what would that view contain?
Information;The question is what do you want to do as a designer?
Information;the question is what is a road? 
Information;What is it?
Information;What more do we have as part of the intersection? 
Information;what was it
Information;What was it? 
Information;what was your point? 
Information;where did you write?
Information;Yes, so anything else?
Information;You asked if we have another attribute for intersection?
Information;You mean each traffic light?
Justification;do we really have an actual intersection as an item or is it just indirectly given if you do an intersection?
Justification;Is it currently disturbing
Justification;Is it mentioned in the task or do you just think it would be useful?
Justify;I guess this four is representing what is required right now
Justify;Iím just thinking about the different other possible use cases.
Justify;maybe we donít even need a tool box
Justify;Thatís just to kind of make it visually appealing in the map mode. 
Justify;we just use this part as a new road and this part as a new road
Lead; I guess should be to have a look at congestion and see how many cars can actually get through during a certain amount of time
Lead; I have traffic density can be changed.
Lead;Ah okay, road. We would have roads
Lead;Although for roads it would be a bit more tricky because I mean if we zoom in the sign that every road has two intersections, it doesnít fit, because at the edges of the map we have to have something else.
Lead;I donít think that you want to redefine it for each intersection again and again if the timing is the same
Lead;I guess we could do it as a hit map for the road in visualization mode
Lead;I think we should then move to stages sooner or later
Lead;I would like to use the abstraction level we have here at the requirement level
Lead;It is: Behavior can be defined at each intersection
Lead;So I guess the visual map is to replay the simulation and the road layout is to create new simulations
Lead;So I would expect some overall either 2-D or 3-D visualization where you can directly create your traffics and then you could push some button on saying simulate and maybe during the simulation at runtime you can also change some parts, like changing the traffic density, velocity or the traffic light behavior.
Lead;So what I would like to have is some kind of traffic library
Lead;Speed limit I would say rather
Lead;The first one was for me that we need a visual map
Lead;then the next one was: there are optional sensors for car detection.
Lead;There seems to be two moves
Lead;This is a road. I added a road to the system
Lead;we also need to look at how fast the cars are while crossing each intersection.
Lead;We canít have an open ended intersections or open ended roads. 
Lead;we could either now think about some technical aspects meaning for the visualization on the letís say more component diagram level which items do we need or maybe first of all we maybe make a class diagram for the different items, which should be represented by the software referencing to the requirements
Lead;We start with the plane map without any roads and then we can add some. 
Lead;You have the speed limit of the roads, but then also the velocity of the cars
Lead;you should hopefully be able to see what the throughput is.
Maintenance; Does that fit to you view as well?
Maintenance;A sketch for the interface?
Maintenance;again sorry for my handwriting
Maintenance;Ah sorry
Maintenance;But we have the roads.
Maintenance;Did you remove it?
Maintenance;Do you understand my point?
Maintenance;do you want to do it or should I continue?
Maintenance;Do you want to model as use case?
Maintenance;Have you seen what Iím drawing on my side?
Maintenance;How much time is left? 10.30?
Maintenance;Huh? Road Traffic? 
Maintenance;I start with a map?
Maintenance;Iím sorry about my handwriting 
Maintenance;Is it okay in that state?
Maintenance;is it okay?
Maintenance;Is my handwriting okay? 
Maintenance;Is that big enough?
Maintenance;is that okay?
Maintenance;Is that okay?
Maintenance;Maybe just call it tool box or something like that
Maintenance;Really? 
Maintenance;Remove everything
Maintenance;right
Maintenance;right
Maintenance;right? 
Maintenance;right?
Maintenance;right? 
Maintenance;right?
Maintenance;right?
Maintenance;right?
Maintenance;right?
Maintenance;right? 
Maintenance;right? 
Maintenance;right?
Maintenance;right? 
Maintenance;right? Is that correct?
Maintenance;Should I start?
Maintenance;Should we do a drawing for that or
Maintenance;Should we draw it in detail or do we just make a statement on what we have, what needs to be visualized, the roads, the traffic lights and the cars
Maintenance;Sorry
Maintenance;Sorry for my handwriting
Maintenance;Sorry I have
Maintenance;Sorry.
Maintenance;Sorry?
Maintenance;That will be the timing scheme?
Maintenance;Then I remove the drawings of the roads?
Maintenance;we could do just a mock up if you like
Maintenance;What am I doing wrong? 
Maintenance;which is if we go to the visual item and have the map is okay, isnít it?
Maintenance;Why we move the intersection you mean?
Maintenance;Would that be okay?
Maintenance;You can read it?
Maintenance;You mean each traffic light?
Maintenance;you see my line?
Maintenance;You want me to try? Okay
Motivate; should make it much easier, youíre right
Motivate;Alright, yes, sure
Motivate;Fair enough.
Motivate;I think itís a good and great idea
Motivate;I think itís a good idea
Motivate;Same thing here
Motivate;So I usually start with a data model, so a class diagram is probably a good idea
Motivate;Sure.
Motivate;Thatís a good point
Motivate;Thatís fine
Motivate;We need to do one of the representations meaning thatÖ I mean you are right on the loose ends, I agree on that
Motivate;Yes I agree. Great
Motivate;Yes thatís a good idea.
Motivate;Yes thatís fine.
Motivate;Yes, for sure
Motivate;Yes, I think itís a good idea
Motivate;you are right
Notation Decision;Ö we should have some description on how is the interaction with the system which you could also do via use case,
Notation Decision;do we also go on some behavioral aspects
Notation Decision;letís say more component diagram level 
Notation Decision;maybe first of all we maybe make a class diagram 
Notation Decision;maybe we draw this and then we make a component diagram sketch 
Notation Decision;So I usually start with a data model, so a class diagram is probably a good idea
Notation Decision;some use cases or something like that
Offer Alternative; I mean it could be one or two I guess
Offer Alternative;And then we had the road endpoint which could either be a real endpoint or it could be an intersection
Offer Alternative;And through the road endpoint it has one, two, four, Ö is possible, fourteen is not good
Offer Alternative;and we either have a real intersection or we have an end point
Offer Alternative;Do we want to make it easy and just have density as part of the road or do we want to make something more sophisticated in terms of traffic models.
Offer Alternative;I mean another alternative would be to just have something like a default timing which you can change
Offer Alternative;If the traffic model should be completely separate entity here, which relates to the map or if we should just make it easier just make the roads have a simple density.
Offer Alternative;It could be open ended, it could be, I guess anything. A house or something
Offer Alternative;So we have to choose, one of them has to be open ended so to speak.
Offer Alternative;T could be either a real endpoint or an intersection 
Offer Alternative;This makes the calculation more complicated, but on the other hand itís something like if we donít want to design or define traffic per road which is one of the tasks or requirements. 
Opinion; is there a speed limit of the road or the actual velocity of the car going through the road because that might not be the same
Opinion; Is there something in addition we want to have
Opinion;And how are those most easily calculated?
Opinion;did I misinterpret that
Opinion;How do we want the relations to be?
Opinion;In the middle?
Opinion;itís okay if I add density to the traffic?
Opinion;One traffic light should have a single intersection, right?
Opinion;Or is there something specific which we would like to have on endpoints
Opinion;Road endpoint, maybe?
Opinion;Shoud I call it single traffic, road traffic , specific traffic,
Opinion;Should it be on a bigger level?
Opinion;Should it be on a kind of big level or is it sufficient to just have a number of intersections with roads connecting them in terms of class relationships I mean.
Opinion;Should we do a drawing for that 
Opinion;Would that not be a property of the intersection?
Propose Exception; But I mean having a selection is probably makes it
Propose Exception; But is that? 
Propose Exception; I thought it would be different, but I guess this would also be fine
Propose Exception; itís not stated there, but we think it would be useful
Propose Exception;but also for calculating statistics
Propose Exception;But first maybe we can discuss how to, whatís the best way to define the problem in itself
Propose Exception;but how
Propose Exception;but I assume roads will also be a form of association
Propose Exception;but I would assume
Propose Exception;but if you say map is our starting point and everything is connected to this by association or something like that would be fine for me. 
Propose Exception;but itís just the surrounding 
Propose Exception;But maybe first
Propose Exception;but the overall implementation should be able to work with more roads or less.
Propose Exception;but then again how would you declare
Propose Exception;but we want to say if we make a throughput through the system via endpoints we would have traffic on endpoints
Propose Exception;But why do I want to move the intersection?
Propose Exception;But why donít we have a traffic model per se? 
Propose Exception;But would traffic class in that case, does it make sense to have the relation to the road itself
Propose Exception;do we really have an actual intersection as an item or is it just indirectly given if you do an intersection?
Propose Exception;I asked if that is what you wanted, but it sounds like it was not
Propose Exception;I donít know how to call it but we can also use it to influence the traffic from outside, which could be something specific
Propose Exception;Itís not specifically defined but the purpose
Propose Exception;Maybe I miss something right now but these are for my feelings the things we could represent in the class model.
Propose Exception;Of course we can represent this here but we should also keep in mind that this could be changed in the future and that we should design the system that is able to change this.
Reinforce; should make it much easier, youíre right
Reinforce;Alright, yes, sure
Reinforce;Fair enough.
Reinforce;I think itís a good idea
Reinforce;Same thing here
Reinforce;So I usually start with a data model, so a class diagram is probably a good idea
Reinforce;Sure.
Reinforce;Thatís fine
Reinforce;We need to do one of the representations meaning thatÖ I mean you are right on the loose ends, I agree on that
Reinforce;Yes thatís fine.
Reinforce;Yes, for sure
Reinforce;you are right
Reject;Ah no
Reject;No
Reject;No
Reject;no
Request; do we have something in vision
Request; do you have a better statement? 
Request; is there a speed limit of the road or the actual velocity of the car going through the road because that might not be the same
Request; Is there something in addition we want to have
Request;Ah road density or traffic density?
Request;And how are those most easily calculated?
Request;Are you writing anything right now?
Request;By moving the intersection you mean also changing the geometrical appearance of the roads?
Request;did I misinterpret that
Request;do we really have an actual intersection as an item or is it just indirectly given if you do an intersection?
Request;do you have other points regarding what you can design on the map? 
Request;Do you have something else?
Request;do you just want to be able to design the traffic for one of the parts?
Request;do you want to only be able to design the overall thing, which then would be an issue regarding the traffic
Request;how do we continue based on that?
Request;How do we want the relations to be?
Request;how do you know where one road starts and where one ends?
